"ID","lugar_emplazamiento_propiedad","denominacion","espacio_de_memoria","ubicacion","lon","lat"
336,"EJÉRCITO (PREDIO MILITAR)","CAMPO HÍPICO DE GOYA / CASA DE LAS PALMERAS",FALSE,"Av. SARMIENTO y Riacho Goya · GOYA · CORRIENTES                                        COMPAÑÍA DE TELECOMUNICACIONES 121",-59.2726669,-29.1543765
337,"POLICÍA PROVINCIAL","ALCAIDÍA DE VARONES DE FORMOSA",FALSE,"Av. 25 DE MAYO entre LIBERTAD y FORTÍN YUNKA · FORMOSA · FORMOSA",-58.1731808,-26.184733
338,"POLICÍA PROVINCIAL","DESTACAMENTO POLICIAL ""SAN ANTONIO"" / LA ESCUELITA",TRUE,"LOS PIONEROS s/nº · SAN ANTONIO · FORMOSA · FORMOSA",-58.2272558,-26.1535918
341,"EJÉRCITO","REGIMIENTO DE INFANTERÍA 9                                                                    UNIDAD DE COMANDO ÁREA 231",FALSE,"Av. 3 DE ABRIL y Av. COSTANERA · CORRIENTES · CAPITAL · CORRIENTES",-58.835551,-27.476273
342,"EJÉRCITO","COMANDO DE CUERPO DE EJÉRCITO V                                                                                                                         UNIDAD DE COMANDO ZONA 5",FALSE,"FLORIDA al 1400 · BAHÍA BLANCA · BUENOS AIRES",-62.2663478,-38.7183177
343,"HOSPITAL MILITAR ( EJÉRCITO)","HOSPITAL MILITAR CENTRAL",FALSE,"Av. LUIS MARÍA CAMPOS 726 · Palermo · CAPITAL FEDERAL",-58.4368049,-34.5705649
345,"EJÉRCITO","GRUPO DE ARTILLERÍA BLINDADO 1                                                                                                        UNIDAD DE COMANDO ÁREA 125",FALSE,"Av. GRAL. GÜEMES 65 · AZUL · BUENOS AIRES",-59.8732186,-36.7758603
347,"SERVICIO PENITENCIARIO FEDERAL","UNIDAD PENAL 7 DE RESISTENCIA",FALSE,"Av. LAS HERAS 1555 (y Av. EDISON) · RESISTENCIA · SAN FERNANDO · CHACO",-58.993449,-27.4696352
348,"POLICÍA FEDERAL","COMISARÍA 20ª DE CAPITAL FEDERAL",FALSE,"CATAMARCA 1350 · San Cristóbal · CAPITAL FEDERAL",-58.4030462,-34.6259899
349,"POLICÍA PROVINCIAL","COMISARÍA 4ª DE SAN ISIDRO (LAS BARRANCAS)",FALSE,"BALCARCE 2070 · MARTÍNEZ · SAN ISIDRO · BUENOS AIRES",-58.489881,-34.4851402
350,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE RAFAELA",FALSE,"RAFAELA · CASTELLANOS · SANTA FE",-61.4916422,-31.2525979
351,"SERVICIO PENITENCIARIO FEDERAL","UNIDAD PENAL 17 DE CANDELARIA",FALSE,"FRAY RUIZ DE MONTOYA s/nº · CANDELARIA · MISIONES",-55.754731,-27.455258
353,"EJÉRCITO","COMPAÑÍA DE COMANDO Y SERVICIOS / CASINO DE SUBOFICIALES",FALSE,"PLANTAMURA s/nº _ detrás de Hospital Militar · MENDOZA · CAPITAL · MENDOZA                             COMPAÑÍA DE COMUNICACIONES DE MONTAÑA 8",-68.8458386,-32.8894587
354,"POLICÍA FEDERAL","DELEGACIÓN ""SANTA FE"" DE LA POLICÍA FEDERAL",FALSE,"1º DE MAYO 2064 (o JUAN DE GARAY 2880) · SANTA FE · LA CAPITAL · SANTA FE",-60.711868,-31.651798
355,"POLICÍA PROVINCIAL","COMISARÍA DE RECONQUISTA",FALSE,"RECONQUISTA · GRAL. OBLIGADO · SANTA FE",-59.6435242,-29.1448193
356,"FUERZA AÉREA","BRIGADA AÉREA III ""RECONQUISTA""",FALSE,"RECONQUISTA · GRAL. OBLIGADO · SANTA FE",-59.6435242,-29.1448193
357,"ESTABLECIMIENTO PRIVADO","LA CALAMITA",TRUE,"CÓRDOBA 1530 _ finca (actual calle EVA PERÓN) · GRANADERO BAIGORRIA · ROSARIO · SANTA FE",-60.7185425,-32.8585758
359,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 2 DE CÓRDOBA (CÁRCEL DE ENCAUSADOS)",FALSE,"AYACUCHO 1300 · Güemes · CÓRDOBA · CAPITAL · CÓRDOBA",-64.192182,-31.4207921
360,"POLICÍA FEDERAL","COMISARÍA 45ª DE CAPITAL FEDERAL",FALSE,"JOSÉ CUBAS 4154 · Villa Devoto · CAPITAL FEDERAL",-58.5156564,-34.5982127
361,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE LA PROVINCIA DE JUJUY / COMANDO RADIOELÉCTRICO",FALSE,"ALVEAR entre SARMIENTO y CANÓNIGO GORRITI · SAN SALVADOR DE JUJUY · DR. MANUEL BELGRANO · JUJUY",-65.3069489,-24.1842988
363,"EJÉRCITO","REGIMIENTO DE INFANTERÍA DE MONTAÑA 20                                                                                                        UNIDAD DE COMANDO ÁREA 323",FALSE,"SAN SALVADOR DE JUJUY · DR. MANUEL BELGRANO · JUJUY",-65.2994767,-24.1857864
364,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE LA PROVINCIA DE SALTA",FALSE,"SALTA · CAPITAL · SALTA",-65.4231976,-24.7821269
365,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE LA PROVINCIA DE MISIONES / DEPARTAMENTO DE INFORMACIONES",FALSE,"BUENOS AIRES 2462 (entre TUCUMÁN y SANTIAGO DEL ESTERO) · POSADAS · CAPITAL · MISIONES",-58.3815591,-34.6036844
366,"EJÉRCITO","BATALLÓN DE COMUNICACIONES 181                                                                                                                        UNIDAD DE COMANDO ÁREA 511",FALSE,"CUYO y PAYRÓ · BAHÍA BLANCA · BUENOS AIRES",-62.2747336,-38.6919635
367,"ESTABLECIMIENTO PRIVADO","EX FRIGORÍFICO EN RUTA 8",FALSE,"""Por Ruta 8, después de 15' desvío hacia la derecha 200 m por camino de tierra"" · Gran Buenos Aires (zona norte)",NA,NA
368,"POLICÍA PROVINCIAL","ESCUELA DE POLICÍA DE SANTIAGO DEL ESTERO",FALSE,"Av. COLÓN (S) y LAVALLE · SANTIAGO DEL ESTERO · CAPITAL · SANTIAGO DEL ESTERO",-64.2600368,-27.8061006
369,"POLICÍA PROVINCIAL","COMISARÍA 6ª DE LANÚS (MONTE CHINGOLO)",FALSE,"MONASTERIO 1455 · MONTE CHINGOLO · LANÚS · BUENOS AIRES",-58.3477321,-34.7321984
370,"POLICÍA PROVINCIAL","COMISARÍA DE COSQUÍN",FALSE,"BUSTOS y SAN MARTÍN · COSQUÍN · PUNILLA · CÓRDOBA",-64.4665826,-31.2461655
371,"HOSPITAL PÚBLICO","HOSPITAL COLONIA ""SANTA MARÍA DE PUNILLA""",FALSE,"SANTA MARÍA DE PUNILLA · PUNILLA · CÓRDOBA",-64.4636136,-31.2792554
372,"POLICÍA PROVINCIAL","COMISARÍA 11ª DE LIB. GRAL. SAN MARTÍN",FALSE,"INDEPENDENCIA 490 · LIB. GRAL. SAN MARTÍN · LEDESMA · JUJUY",-64.7928261,-23.8153322
374,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE LOMAS DE ZAMORA (BANFIELD)",FALSE,"VALENTÍN VERGARA 1279 · BANFIELD · LOMAS DE ZAMORA · BUENOS AIRES",-58.3950481,-34.7459896
377,"EJÉRCITO","ESCUADRÓN DE EXPLORACIÓN DE CABALLERÍA BLINDADO 2                                          UNIDAD DE COMANDO ÁREA 213",FALSE,"URQUIZA al Oeste s/nº · GUALEGUAYCHÚ · ENTRE RÍOS",NA,NA
382,"ARMADA","BARCO ""MURATURE""",FALSE,"Río Paraná de las Palmas (frente a Arsenal de Artillería de Marina) · ZÁRATE · BUENOS AIRES",-59.0242302,-34.0957811
385,"POLICÍA PROVINCIAL","COMISARÍA 6ª DE ROSARIO",FALSE,"SAN LUIS 3261 (o LA PAZ 450) · ROSARIO · SANTA FE",-60.6684439,-32.9438538
386,"SERVICIO PENITENCIARIO FEDERAL","UNIDAD PENAL 9 DE NEUQUÉN",FALSE,"ENTRE RÍOS 303 · NEUQUÉN · CONFLUENCIA · NEUQUÉN",-68.0501429,-38.951961
387,"POLICÍA PROVINCIAL (PREDIO)","LA 205",FALSE,"Ruta Nac. Nº 205 (sobre márgen izquierda a 300 m del acceso a Ruta 205 desde Autopista RICCHIERI) · 9 DE ABRIL · ESTEBAN ECHEVERRÍA · BUENOS AIRES",-58.5642362,-34.8867922
388,"EJÉRCITO","REGIMIENTO DE INFANTERÍA DE MONTE 28                                                              UNIDAD DE COMANDO ÁREA 322",FALSE,"TARTAGAL · GRAL. JOSÉ DE SAN MARTÍN · SALTA",-63.8056084,-22.5167622
390,"POLICÍA PROVINCIAL","COMISARÍA DE PERUGORRÍA",FALSE,"LAVALLE s/nº · PERUGORRÍA · CURUZÚ CUATIÁ · CORRIENTES",-59.1833637,-29.0283793
391,"GENDARMERÍA NACIONAL","AGRUPACIÓN ""MESOPOTAMIA SUR"" DE GENDARMERÍA NACIONAL",FALSE,"CURUZÚ CUATIÁ · CORRIENTES",-58.0580471,-29.7903375
392,"GENDARMERÍA NACIONAL","ESCUADRÓN 21 ""LA QUIACA"" DE GENDARMERÍA NACIONAL",FALSE,"Av. SARMIENTO s/nº · LA QUIACA · YAVI · JUJUY",-65.5965453,-22.1039599
394,"EJÉRCITO","BATALLÓN DE INGENIEROS DE COMBATE 141                                                                                                    UNIDAD DE COMANDO ÁREA 312",FALSE,"Av. ROCA (N) s/nº (y CHACABUCO) · SANTIAGO DEL ESTERO · CAPITAL · SANTIAGO DEL ESTERO",-64.2654523,-27.7752148
396,"EJÉRCITO","BATALLÓN LOGÍSTICO 10",FALSE,"Predio entre Av. DE LOS CONSTITUYENTES, Av. GRAL. PAZ (colectora), ZUFRIATEGUI y G. MANSO · VILLA MARTELLI · VICENTE LÓPEZ · BUENOS AIRES",-58.4761333,-34.538441
398,"EJÉRCITO","FÁBRICA MILITAR DE VILLA MARÍA",FALSE,"VILLA MARÍA · GRAL. SAN MARTÍN · CÓRDOBA",-63.243645,-32.4104614
399,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 5 DE VILLA MARÍA",FALSE,"GRAL. DEHEZA 1100 · Belgrano · VILLA MARÍA · GRAL. SAN MARTÍN · CÓRDOBA",-63.2562823,-32.395319
400,"EJÉRCITO","LICEO MILITAR ""GRAL. ESPEJO""                                                                                           UNIDAD DE COMANDO ÁREA 331",FALSE,"BOULOGNE SUR MER 2136 · MENDOZA · CAPITAL · MENDOZA",-68.8590406,-32.875112
401,"POLICÍA PROVINCIAL","BRIGADA DE INVESTIGACIONES DE LA POLICÍA DE TUCUMÁN",FALSE,"Av. SARMIENTO y MUÑECAS · SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN",-65.2033,-26.8183881
403,"POLICÍA PROVINCIAL","POLICÍA DE MENORES (SECCIÓN FEMENINA)",FALSE,"CAFFERATA 345 · ROSARIO · SANTA FE                                                                                              COMISARÍA 7ª DE ROSARIO",-60.6695701,-32.9352724
405,"POLICÍA PROVINCIAL","COMISARÍA 4ª DE TUCUMÁN",FALSE,"Diag. EUGENIO MÉNDEZ 369 · SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN",-65.1980417,-26.8509284
406,"POLICÍA PROVINCIAL","COMISARÍA 3ª DE TUCUMÁN",FALSE,"LAMADRID 2556 · SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN",-65.2380075,-26.8311343
407,"PREFECTURA NAVAL","PREFECTURA LA PLATA",FALSE,"Calle ORTIZ DE ROZAS · ENSENADA · BUENOS AIRES",-57.899663,-34.8634317
411,"POLICÍA FEDERAL","COMISARÍA 5ª DE CAPITAL FEDERAL",FALSE,"LAVALLE 1958 · Balvanera · CAPITAL FEDERAL",-58.3947559,-34.6033139
412,"POLICÍA PROVINCIAL","COMISARÍA ""SAN VICENTE""",FALSE,"VÉLEZ SARSFIELD esq. RODRÍGUEZ PEÑA (dirección actual) · BELL VILLE · UNIÓN · CÓRDOBA",-62.6811916,-32.6219201
414,"POLICÍA PROVINCIAL","SUBCOMISARÍA DE GREGORIO DE LAFERRERE",FALSE,"MÑOR. LÓPEZ MAY y RICARDO GUTIÉRREZ · GREGORIO DE LAFERRERE · LA MATANZA · BUENOS AIRES",-58.5873775,-34.7510097
416,"POLICÍA PROVINCIAL","JEFATURA DEPARTAMENTAL DE POLICÍA DE CONCORDIA",FALSE,"CARLOS PELLEGRINI 621 · CONCORDIA · ENTRE RÍOS",-58.0165246,-31.3976241
417,"POLICÍA FEDERAL","COMISARÍA 4ª DE CAPITAL FEDERAL",FALSE,"TACUARÍ 770 · Monserrat · CAPITAL FEDERAL",-58.3787407,-34.617133
421,"POLICÍA PROVINCIAL","COMISARÍA 7ª DE CÓRDOBA",FALSE,"ANTONIO DEL VISO 754 · Alta Córdoba · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1855123,-31.3932324
425,"POLICÍA PROVINCIAL","CUERPO DE INFANTERÍA DE LA POLICÍA DE LA PCIA. DE BUENOS AIRES / 1 Y 60",FALSE,"Av. 1 y Calle 60 · LA PLATA · BUENOS AIRES",-57.935606,-34.9151534
428,"POLICÍA PROVINCIAL","COMISARÍA 41ª DE CALILEGUA",FALSE,"Av. SARMIENTO 377 · CALILEGUA · LEDESMA · JUJUY",-64.7685418,-23.7756269
430,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE VILLA CONSTITUCIÓN",FALSE,"VILLA CONSTITUCIÓN · CONSTITUCIÓN · SANTA FE",-60.3298704,-33.227158
431,"POLICÍA PROVINCIAL","COMISARÍA 16ª DE LAS HERAS",FALSE,"RIVADAVIA 540 · LAS HERAS · MENDOZA",-68.84039,-32.8509729
433,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE LA MATANZA (SAN JUSTO)",FALSE,"TOMÁS JUSTO VILLEGAS 2459 · SAN JUSTO · LA MATANZA · BUENOS AIRES",-58.5617178,-34.6770529
434,"ARZOBISPADO DE BUENOS AIRES (VIVIENDA O SIMILAR)","ISLA EN EL TIGRE (QUINTA ""EL SILENCIO"")",FALSE,"Isla sobre Arroyo Tuyú Paré · 3ª SECCIÓN DE ISLAS · SAN FERNANDO · BUENOS AIRES",-58.5579643,-34.4430618
437,"FUERZA AÉREA","ESCUELA DE AVIACIÓN MILITAR",FALSE,"Av. FUERZA AÉREA ARGENTINA (Ruta Nac. Nº 20-38) Km 6 · Barrio Aeronáutico · CÓRDOBA · CAPITAL · CÓRDOBA",-64.2757892,-31.433722
440,"ESTATAL","INSTITUTO SUPERIOR DE EDUCACIÓN RURAL (ISER)",FALSE,"AERONÁUTICA ARGENTINA y CHAPALEUFÚ · TANDIL · BUENOS AIRES",-59.1189795,-37.2897775
441,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE TANDIL",FALSE,"Av. COLÓN 1274 · TANDIL · BUENOS AIRES",-59.1356797,-37.3161331
442,"POLICÍA PROVINCIAL","COMISARÍA 3ª DE SAN MARTÍN (VILLA LYNCH)",FALSE,"REPÚBLICA DEL LÍBANO al 4000 · VILLA LYNCH · GRAL. SAN MARTÍN · BUENOS AIRES",-58.5279936,-34.5934966
444,"POLICÍA PROVINCIAL","DIRECCIÓN DE INVESTIGACIONES DE LA POLICÍA DE SAN LUIS",FALSE,"LAVALLE entre RIVADAVIA y COLÓN · SAN LUIS · LA CAPITAL · SAN LUIS",-66.3370301,-33.299028
445,"POLICÍA PROVINCIAL","COMISARÍA 4ª DE SAN LUIS",FALSE,"RAWSON y BALCARCE · Barrio Rawson · SAN LUIS · LA CAPITAL · SAN LUIS",-66.3518677,-33.3123894
447,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE LA PROVINCIA DE SAN LUIS / DEPARTAMENTO DE INFORMACIONES (D-2)",FALSE,"SAN MARTÍN 611 (y BELGRANO) · SAN LUIS · LA CAPITAL · SAN LUIS",-66.3372909,-33.304083
448,"POLICÍA PROVINCIAL","BRIGADA DE INVESTIGACIONES DE BAHÍA BLANCA",FALSE,"PUEYRREDÓN 30 · BAHÍA BLANCA · BUENOS AIRES",-62.259035,-38.724857
450,"POLICÍA FEDERAL","COMISARÍA 33ª DE CAPITAL FEDERAL",FALSE,"MENDOZA 2263 · Belgrano · CAPITAL FEDERAL",-58.456198,-34.5600702
452,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL DE CORRIENTES (INSTITUTO ""PELLETIER"")",FALSE,"TUCUMÁN 716 (entre CARLOS PELLEGRINI y 9 DE JULIO) · CORRIENTES · CAPITAL · CORRIENTES",-58.8415733,-27.4651312
454,"POLICÍA PROVINCIAL","COMISARÍA 4ª DE CIPOLLETTI (EX 24ª)",FALSE,"GRAL. ROCA 550 · CIPOLLETTI · GRAL. ROCA · RÍO NEGRO",-67.994323,-38.939402
455,"POLICÍA PROVINCIAL","COMISARÍA 15ª DE HUMAHUACA",FALSE,"Av. GRAL. BELGRANO 600 · HUMAHUACA · JUJUY",-65.3470668,-23.206718
456,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE LA PROVINCIA DE CORRIENTES",FALSE,"FRAY JOSÉ DE LA QUINTANA 853 · CORRIENTES · CAPITAL · CORRIENTES",-58.8394093,-27.4626799
460,"EJÉRCITO","REGIMIENTO DE INFANTERÍA DE MONTE 30                                                          UNIDAD DE COMANDO ÁREA 232",FALSE,"Prolongación Av. SAN MARTÍN s/nº · APÓSTOLES · MISIONES",-55.7697608,-27.9142311
461,"ESTATAL","LEGISLATURA PROVINCIAL DE SAN JUAN",FALSE,"URQUIZA entre 25 DE MAYO y SAN LUIS (""Patios de la Legislatura Provincial ubicada en el Estadio del Parque de Mayo"") · SAN JUAN · CAPITAL · SAN JUAN",-68.540532,-31.5330531
462,"POLICÍA FEDERAL","DELEGACIÓN ""TUCUMÁN"" DE LA POLICÍA FEDERAL",FALSE,"SANTA FE 630 · SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN",-65.204239,-26.819895
463,"PREFECTURA NAVAL","PREFECTURA ZÁRATE",FALSE,"ZÁRATE · BUENOS AIRES",-59.0242302,-34.0957811
465,"POLICÍA PROVINCIAL","DEPARTAMENTO DE INFORMACIONES DE LA POLICÍA DE CÓRDOBA (D-2)",TRUE,"Pje. SANTA CATALINA (ex Pje. CUZCO) 66 · Centro · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1842451,-31.4166459
467,"SIN ESTABLECER PROPIEDAD","QUINTA OPERACIONAL FISHERTON",FALSE,"Av. SAN JOSÉ DE CALASANZ al 9100 · FISHERTON · ROSARIO · SANTA FE",-60.7500947,-32.940603
468,"POLICÍA PROVINCIAL","BRIGADA DE INVESTIGACIONES DE LA POLICÍA DE CORRIENTES",FALSE,"SALTA 450 · CORRIENTES · CAPITAL · CORRIENTES",-58.8389751,-27.4622085
470,"GENDARMERÍA NACIONAL","ESCUADRÓN 8 ""ALTO URUGUAY"" DE GENDARMERÍA NACIONAL",FALSE,"Av. GEND. APPENINO y AUX. LAFUENTE · CONCEPCIÓN DE LA SIERRA · CONCEPCIÓN · MISIONES",-55.5217305,-27.9806246
471,"EJÉRCITO","GRUPO DE ARTILLERÍA 3                                                                      UNIDAD DE COMANDO ÁREA 243",FALSE,"Calle ADOLFO MONTAÑA · PASO DE LOS LIBRES · CORRIENTES",-57.0877283,-29.709881
472,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE SANTA FE",FALSE,"PRIMERA JUNTA 2454, entre 25 DE MAYO y RIVADAVIA (o 1º DE MAYO 2050) · SANTA FE · LA CAPITAL · SANTA FE",-60.7120191,-31.6512876
479,"POLICÍA PROVINCIAL","DESTACAMENTO POLICIAL DE ALGARROBO",FALSE,"JUAN COUSTÉ (ALGARROBO) · VILLARINO · BUENOS AIRES",-63.1354693,-38.8953916
480,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE TANDIL",FALSE,"INDEPENDENCIA 263 · TANDIL · BUENOS AIRES",-59.0891979,-37.3149634
481,"POLICÍA PROVINCIAL","COMISARÍA 13ª DE CÓRDOBA",FALSE,"SANTISO y MOSCOSO 1250 · Centro América · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1627105,-31.3866051
484,"POLICÍA PROVINCIAL","SANIDAD POLICIAL (POLICLÍNICO POLICIAL)",FALSE,"LUIS AGOTE 2825 · Los Naranjos · CÓRDOBA · CAPITAL · CÓRDOBA",-64.2245448,-31.4252482
485,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE OLAVARRÍA",FALSE,"BELGRANO 2439 · OLAVARRÍA · BUENOS AIRES",-60.324389,-36.8906118
487,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL DE MAGDALENA",FALSE,"MAGDALENA · BUENOS AIRES",-57.5177615,-35.0806673
489,"POLICÍA PROVINCIAL","CUARTEL DE BOMBEROS DE MAR DEL PLATA",FALSE,"SALTA 2440 (entre GASCÓN y FALUCHO) · MAR DEL PLATA · GRAL. PUEYRREDÓN · BUENOS AIRES",-57.5793682,-37.9921213
492,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL DE OBERÁ",FALSE,"OBERÁ · MISIONES",-55.1203326,-27.4867802
495,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 3 DE ROSARIO (ENCAUSADOS)",FALSE,"E. ZEBALLOS y RICCHIERI · ROSARIO · SANTA FE",-60.6650086,-32.9506076
497,"POLICÍA PROVINCIAL","DIRECCIÓN DE INVESTIGACIONES DE LA POLICÍA DE ENTRE RÍOS",FALSE,"BUENOS AIRES 355 · PARANÁ · ENTRE RÍOS",-60.529996,-31.727587
498,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 1 DE SANTIAGO DEL ESTERO (CÁRCEL DE VARONES)",FALSE,"Av. ALSINA al 800 · SANTIAGO DEL ESTERO · CAPITAL · SANTIAGO DEL ESTERO",-64.2614641,-27.7994214
499,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENITENCIARIA 1 DE PARANÁ (CÁRCEL DE VARONES)",FALSE,"PARANÁ · ENTRE RÍOS",-60.5115471,-31.7413197
500,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 2 DE GUALEGUAYCHÚ",FALSE,"Av. EVA PERÓN 570 · GUALEGUAYCHÚ · ENTRE RÍOS",-58.5121657,-33.0168921
503,"POLICÍA PROVINCIAL","ALCAIDÍA DE POSADAS",FALSE,"JUAN B. ALBERDI 121 (mismo predio Comisaría 1ª de Posadas) · POSADAS · CAPITAL · MISIONES",-55.9008746,-27.3621374
507,"POLICÍA PROVINCIAL","ALCAIDÍA CENTRAL DE ROSARIO",FALSE,"ROSARIO · SANTA FE                                                                                                              JEFATURA DE POLICÍA DE ROSARIO",-60.67548,-32.9947949
508,"POLICÍA PROVINCIAL","COMISARÍA 31ª DE GUAYMALLÉN",FALSE,"MANUEL A. SÁEZ 863 · SAN JOSÉ · GUAYMALLÉN · MENDOZA",-68.818539,-32.8813656
509,"SERVICIO PENITENCIARIO FEDERAL","UNIDAD PENAL 20 (HOSPITAL ""BORDA"")",FALSE,"DR. RAMÓN CARRILLO al 300 · Barracas · CAPITAL FEDERAL",-58.3817299,-34.6370727
510,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 3 DE SAN NICOLÁS",FALSE,"Av. GRAL. SAVIO 1072 · SAN NICOLÁS DE LOS ARROYOS · SAN NICOLÁS · BUENOS AIRES",-60.1977137,-33.353397
511,"POLICÍA PROVINCIAL","DESTACAMENTO ""PLAYA GRANDE""",FALSE,"ALMAFUERTE 757 (a corroborar) · Playa Grande · MAR DEL PLATA · GRAL. PUEYRREDÓN · BUENOS AIRES",-57.5431772,-38.0270074
515,"POLICÍA PROVINCIAL","COMISARÍA DE CAÑADA DE GÓMEZ",FALSE,"CAÑADA DE GÓMEZ · IRIONDO · SANTA FE",-61.3953734,-32.8211646
516,"EJÉRCITO","ESCUADRÓN DE COMUNICACIONES BLINDADO 2 / COMANDO DE BRIGADA DE CABALLERÍA BLINDADA II",FALSE,"Av. EJÉRCITO 1999 (y VIRREY VÉRTIZ) · PARANÁ · ENTRE RÍOS",-60.5484336,-31.746692
517,"POLICÍA PROVINCIAL","UNIDAD REGIONAL DE BERAZATEGUI",FALSE,"Calle 13 Nº 147 · BERAZATEGUI · BUENOS AIRES",-58.2553536,-34.7849916
518,"POLICÍA PROVINCIAL","COMISARÍA DE GRAL. GÜEMES",FALSE,"GRAL. GÜEMES · SALTA",-65.4189848,-24.7854785
520,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE RECONQUISTA",FALSE,"Av. MITRE y Bv. SANTA FE · RECONQUISTA · GRAL. OBLIGADO · SANTA FE",-61.4850679,-31.2537031
522,"EJÉRCITO","EX REGIMIENTO DE INFANTERÍA 12",FALSE,"Av. GDOR. FREYRE y SALTA · SANTA FE · LA CAPITAL · SANTA FE",-60.7192686,-31.6479489
523,"POLICÍA PROVINCIAL","COMISARÍA DE LAS FLORES",FALSE,"MORENO y AROSTEGUY · LAS FLORES · BUENOS AIRES",-59.0992986,-36.0141576
524,"ESTABLECIMIENTO PRIVADO","HOSTERÍA ""ARROYO BARRIENTOS""",FALSE,"Ruta Nac. Nº 38 · AGUILARES · RÍO CHICO · TUCUMÁN",-64.4877512,-31.0944275
526,"POLICÍA PROVINCIAL","COMISARÍA DE CINCO SALTOS",FALSE,"CINCO SALTOS · GRAL. ROCA · RÍO NEGRO",-68.0566936,-38.8313555
528,"POLICÍA FEDERAL","COMISARÍA 2ª DE CAPITAL FEDERAL",FALSE,"PERÚ 1050 · San Telmo · CAPITAL FEDERAL",-58.3740885,-34.6202294
529,"EJÉRCITO","BRIGADA DE INFANTERÍA IX                                                                                              UNIDAD DE COMANDO SUBZONA 53",FALSE,"COMODORO RIVADAVIA · ESCALANTE · CHUBUT",-67.4822429,-45.8656149
530,"POLICÍA PROVINCIAL","COMISARÍA 9ª DE SAN PEDRO DE JUJUY",FALSE,"JUJUY 120 · SAN PEDRO · JUJUY",-64.8685352,-24.2359839
531,"POLICÍA PROVINCIAL","ALCAIDÍA DE CÓRDOBA",FALSE,"Pje. SANTA CATALINA 44 · Centro · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1847122,-31.4164957
532,"PREFECTURA NAVAL","SUBPREFECTURA QUILMES",FALSE,"Av. OTAMENDI y Av. CERVANTES · QUILMES · BUENOS AIRES",-58.2312345,-34.7072447
533,"POLICÍA PROVINCIAL","BRIGADA FEMENINA DE SAN MARTÍN",FALSE,"LAVALLE 2190 · VILLA MAIPU · GRAL. SAN MARTÍN · BUENOS AIRES",-58.5203661,-34.5620158
535,"POLICÍA PROVINCIAL","COMISARÍA 40ª DE LAS TERMAS DE RÍO HONDO",FALSE,"MARIANO MORENO 192 · LAS TERMAS DE RÍO HONDO · RÍO HONDO · SANTIAGO DEL ESTERO",-64.8633212,-27.4973153
537,"POLICÍA PROVINCIAL","UNIDAD REGIONAL DE MORÓN",FALSE,"BARTOLOMÉ MITRE 935 · MORÓN · BUENOS AIRES",-58.621796,-34.6527521
539,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE ESCOBAR (ING. MASCHWITZ)",FALSE,"FALUCHO 1346 · ING. MASCHWITZ · ESCOBAR · BUENOS AIRES",-58.7374846,-34.3896673
540,"POLICÍA PROVINCIAL","COMISARÍA 5ª DE ROSARIO",FALSE,"ITALIA 2153 (o DORREGO 950) · ROSARIO · SANTA FE",-60.6497968,-32.9463837
541,"POLICÍA PROVINCIAL","COMISARÍA 27ª DE GODOY CRUZ",FALSE,"GRAL. ALVEAR 1515 · GODOY CRUZ · MENDOZA",-68.862831,-32.910458
